name,pokedex_number,type,weakness,height,weight,ability,genders,hp,attack,defense,special_attack,special_defense,speed
Charcadet,#0935,Fire,"['Water', 'Ground', 'Rock']","2' 00""",23.1 lbs,Flash Fire,"['male', 'female']",3,3,3,3,3,3
Tornadus,#0641,Flying,"['Electric', 'Ice', 'Rock']","4' 11""",138.9 lbs,Prankster,male,5,7,5,8,5,7
Nidoran♀,#0029,Poison,"['Psychic', 'Ground']","1' 04""",15.4 lbs,"['Poison Point', 'Rivalry']",female,4,3,4,3,3,3
Primarina,#0730,"['Water', 'Fairy']","['Grass', 'Electric', 'Poison']","5' 11""",97.0 lbs,Torrent,"['male', 'female']",5,5,5,8,7,4
Primeape,#0057,Fighting,"['Psychic', 'Flying', 'Fairy']","3' 03""",70.5 lbs,"['Vital Spirit', 'Anger Point']","['male', 'female']",4,7,4,4,5,6
Magnezone,#0462,"['Electric', 'Steel']","['Fire', 'Fighting', 'Ground']","3' 11""",396.8 lbs,"['Sturdy', 'Magnet Pull']",Unknown,5,5,7,8,6,4
Absol,#0359,Dark,"['Fairy', 'Bug', 'Fighting']","3' 11""",103.6 lbs,"['Pressure', 'Super Luck']","['male', 'female']",4,8,4,5,4,5
Alomomola,#0594,Water,"['Grass', 'Electric']","3' 11""",69.7 lbs,"['Hydration', 'Healer']","['male', 'female']","['1', '0']",5,5,3,3,4
Vibrava,#0329,"['Ground', 'Dragon']","['Fairy', 'Ice', 'Dragon']","3' 07""",33.7 lbs,Levitate,"['male', 'female']",3,5,3,3,3,5
Regigigas,#0486,Normal,Fighting,"12' 02""",925.9 lbs,Slow Start,Unknown,7,"['1', '0']",7,5,7,6
Amaura,#0698,"['Rock', 'Ice']","['Steel', 'Fighting', 'Water', 'Rock', 'Grass', 'Ground']","4' 03""",55.6 lbs,Refrigerate,"['male', 'female']",5,4,3,4,4,3
Minior,#0774,"['Rock', 'Flying']","['Steel', 'Water', 'Electric', 'Ice', 'Rock']","1' 00""",88.2 lbs,Shields Down,Unknown,4,4,6,4,6,4
Medicham,#0308,"['Fighting', 'Psychic']","['Ghost', 'Fairy', 'Flying']","4' 03""",69.4 lbs,Pure Power,"['male', 'female']",4,4,5,4,5,5
Zorua,#0570,Dark,"['Fairy', 'Bug', 'Fighting']","2' 04""",27.6 lbs,Illusion,"['male', 'female']",3,4,3,5,3,4
Clamperl,#0366,Water,"['Grass', 'Electric']","1' 04""",115.7 lbs,Shell Armor,"['male', 'female']",3,4,5,5,4,2
Girafarig,#0203,"['Normal', 'Psychic']","['Dark', 'Bug']","4' 11""",91.5 lbs,"['Inner Focus', 'Early Bird']","['male', 'female']",5,5,4,6,4,5
Salazzle,#0758,"['Poison', 'Fire']","['Water', 'Psychic', 'Ground', 'Rock']","3' 11""",48.9 lbs,Corrosion,female,4,4,4,7,4,7
Moltres,#0146,"['Fire', 'Flying']","['Water', 'Electric', 'Rock']","6' 07""",132.3 lbs,Pressure,Unknown,6,6,6,8,5,6
Frogadier,#0657,Water,"['Grass', 'Electric']","2' 00""",24.0 lbs,Torrent,"['male', 'female']",4,4,4,5,4,6
Exploud,#0295,Normal,Fighting,"4' 11""",185.2 lbs,Soundproof,"['male', 'female']",7,6,4,6,5,4
Scrafty,#0560,"['Dark', 'Fighting']","['Fairy', 'Flying', 'Fighting']","3' 07""",66.1 lbs,"['Shed Skin', 'Moxie']","['male', 'female']",4,6,7,3,7,4
Giratina,#0487,"['Ghost', 'Dragon']","['Ghost', 'Dark', 'Fairy', 'Ice', 'Dragon']","14' 09""",1653.5 lbs,Pressure,Unknown,9,6,8,6,8,6
Bewear,#0760,"['Normal', 'Fighting']","['Psychic', 'Flying', 'Fairy', 'Fighting']","6' 11""",297.6 lbs,"['Klutz', 'Fluffy']","['male', 'female']",8,8,5,4,4,4
Pikachu,#0025,Electric,Ground,"1' 04""",13.2 lbs,Static,"['male', 'female']",3,4,3,3,3,6
